type	modified	license	rightsholder	accessrights	bibliographiccitation	references	institutionid	collectionid	datasetid	institutioncode	collectioncode	datasetname	basisofrecord	informationwithheld	datageneralizations	dynamicproperties	occurrenceid	catalognumber	recordnumber	recordedby	individualcount	sex	lifestage	reproductivecondition	behavior	establishmentmeans	occurrencestatus	preparations	disposition	associatedmedia	associatedreferences	associatedsequences	associatedtaxa	othercatalognumbers	occurrenceremarks	organismid	organismname	organismscope	associatedoccurrences	associatedorganisms	previousidentifications	organismremarks	materialsampleid	eventid	fieldnumber	eventdate	eventtime	startdayofyear	enddayofyear	year	month	day	verbatimeventdate	habitat	samplingprotocol	samplingeffort	fieldnotes	eventremarks	locationid	highergeographyid	highergeography	continent	waterbody	islandgroup	island	country	countrycode	stateprovince	county	municipality	locality	verbatimlocality	minimumelevationinmeters	maximumelevationinmeters	verbatimelevation	minimumdepthinmeters	maximumdepthinmeters	verbatimdepth	minimumdistanceabovesurfaceinmeters	maximumdistanceabovesurfaceinmeters	locationaccordingto	locationremarks	decimallatitude	decimallongitude	geodeticdatum	coordinateuncertaintyinmeters	coordinateprecision	verbatimcoordinates	verbatimlatitude	verbatimlongitude	verbatimcoordinatesystem	verbatimsrs	footprintwkt	footprintsrs	georeferencedby	georeferenceddate	georeferenceprotocol	georeferencesources	georeferenceverificationstatus	georeferenceremarks	geologicalcontextid	earliesteonorlowesteonothem	latesteonorhighesteonothem	earliesteraorlowesterathem	latesteraorhighesterathem	earliestperiodorlowestsystem	latestperiodorhighestsystem	earliestepochorlowestseries	latestepochorhighestseries	earliestageorloweststage	latestageorhigheststage	lowestbiostratigraphiczone	highestbiostratigraphiczone	lithostratigraphicterms	group	formation	member	bed	identificationid	identificationqualifier	typestatus	identifiedby	dateidentified	identificationreferences	identificationverificationstatus	identificationremarks	scientificnameid	namepublishedinid	scientificname	acceptednameusage	originalnameusage	namepublishedin	namepublishedinyear	higherclassification	kingdom	phylum	class	order	family	genus	subgenus	specificepithet	infraspecificepithet	taxonrank	verbatimtaxonrank	scientificnameauthorship	vernacularname	nomenclaturalcode	taxonomicstatus	taxonremarks	lengthinmm	lengthtype	lengthunitsinferred	massing	massunitsinferred	underivedlifestage	underivedsex	dataset_url	dataset_citation	gbifdatasetid	gbifpublisherid	dataset_contact_email	dataset_contact	dataset_pubdate	lastindexed	migrator_version	hasmedia	hastissue	wascaptive	isfossil	isarch	vntype	haslength
PhysicalObject	2016-12-16T14:57:47.000CMT	https://creativecommons.org/publicdomain/zero/1.0/	The Field Museum of Natural History	http://fieldmuseum.org/about/copyright-information	Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Record ID: 25b2af8e-2345-4173-82a3-8ff7f7130f65. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	http://portal.vertnet.org/o/fmnh/mammals?id=25b2af8e-2345-4173-82a3-8ff7f7130f65	FMNH	Mammals	mammals-05-feb-2019	FMNH	Mammals		PreservedSpecimen				25b2af8e-2345-4173-82a3-8ff7f7130f65	27039	AMB-3	A. M. Bailey		male														2526265									121223	1926-10-21		294	294	1926	10	21									Africa, Ethiopia, Begemdir, Ethiopean: Lake Tana, 25 mi W, Ambo Mineral Springs	Africa				Ethiopia		Begemdir			Lake Tana, 25 mi W, Ambo Mineral Springs											decimal degrees	12	36.6666679	not recorded				12	36.6666667							not recorded																																Theropithecus gelada					Animalia Chordata Mammalia Primates Cercopithecidae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada															Male		Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	41fc5c40-5e81-496f-9733-6b5681b3b7a5	7b8aff00-a9f8-11d8-944b-b8a03c50a862	sgrant@fieldmuseum.org	Sharon Grant	2017-10-18	2019-02-28	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2018-4-16T10:21:18.000CMT	https://creativecommons.org/publicdomain/zero/1.0/	The Field Museum of Natural History	http://fieldmuseum.org/about/copyright-information	Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Record ID: 5d8026d7-c124-4867-b722-483e5c67cf0a. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	http://portal.vertnet.org/o/fmnh/mammals?id=5d8026d7-c124-4867-b722-483e5c67cf0a	FMNH	Mammals	mammals-05-feb-2019	FMNH	Mammals		PreservedSpecimen				5d8026d7-c124-4867-b722-483e5c67cf0a	27234	WHO-6261	W. H. Osgood		female														2526460									51065	1927-02-13		44	44	1927	2	13									Africa, Ethiopia, Shoa, Salali, Ethiopean: Mugher R, N bank, Mulu, 20 mi NW	Africa				Ethiopia		Shoa	Salali		Mugher R, N bank, Mulu, 20 mi NW		2438									decimal degrees	9.333333	40.7999992	not recorded				9.3333333	40.8							not recorded																																Theropithecus gelada					Animalia Chordata Mammalia Primates Cercopithecidae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada															Female		Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	41fc5c40-5e81-496f-9733-6b5681b3b7a5	7b8aff00-a9f8-11d8-944b-b8a03c50a862	sgrant@fieldmuseum.org	Sharon Grant	2017-10-18	2019-02-28	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2016-3-17T19:53:10.000CMT	https://creativecommons.org/publicdomain/zero/1.0/	The Field Museum of Natural History	http://fieldmuseum.org/about/copyright-information	Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Record ID: f90e687c-daea-4200-9abe-ca2934c9581a. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	http://portal.vertnet.org/o/fmnh/mammals?id=f90e687c-daea-4200-9abe-ca2934c9581a	FMNH	Mammals	mammals-05-feb-2019	FMNH	Mammals		PreservedSpecimen				f90e687c-daea-4200-9abe-ca2934c9581a	27233	WHO-6260	W. H. Osgood		male														2526459									44294	1927-02-13		44	44	1927	2	13									Africa, Ethiopia, Shoa, Salali, Ethiopean: Mugher R, N bank, Mulu, 20 mi NW	Africa				Ethiopia		Shoa	Salali		Mugher R, N bank, Mulu, 20 mi NW		2438									decimal degrees	9.333333	40.7999992	not recorded				9.3333333	40.8							not recorded																																Theropithecus gelada					Animalia Chordata Mammalia Primates Cercopithecidae	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada															Male		Field Museum of Natural History. Field Museum of Natural History (Zoology) Mammal Collection. Source: http://fmipt.fieldmuseum.org:8080/ipt/resource.do?r=fmnh_mammals (source published on 2017-10-18)	41fc5c40-5e81-496f-9733-6b5681b3b7a5	7b8aff00-a9f8-11d8-944b-b8a03c50a862	sgrant@fieldmuseum.org	Sharon Grant	2017-10-18	2019-02-28	no migrator	0	0	0	0	0	specimen	0
PhysicalObject	2015-10-12	CC-BY-NC			Muséum d'histoire naturelle de la Ville de Genève. Mammals housed at MHNG, Geneva. Record ID: urn:catalog:MHNG:Mammals:MHNG-MAM-497.014. Source: http://provider.gbif.ch/biocase/pywrapper.cgi?dsa=Gbif_ch_MHNG (source published on 2015-10-12)	http://portal.vertnet.org/o/mhng/mammals?id=urn-catalog-mhng-mammals-mhng-mam-497-014				MHNG	Mammals		PreservedSpecimen				urn:catalog:MHNG:Mammals:MHNG-MAM-497.014	MHNG-MAM-497.014									present																																		| Ethiopia |  |  |  |  |  |	Africa				Ethiopia	ET					Ethiopia											8.15	38.7	not recorded (forced WGS84)														requires verification																														Theropithecus gelada (Rüppell, 1835)					Primates | Cercopithecidae |	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		gelada		species				ICZN											Muséum d'histoire naturelle de la Ville de Genève. Mammals housed at MHNG, Geneva. Source: http://provider.gbif.ch/biocase/pywrapper.cgi?dsa=Gbif_ch_MHNG (source published on 2015-10-12)	5a659248-1f70-11e3-b2c5-00145eb45e9a	23539a57-1347-4dd3-af2a-cf9478563baa	manuel.ruedi@ville-ge.ch	Manuel Ruedi	2015-10-12	2016-07-25	2015-09-20	0	0	0	0		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:221376. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21280?id=pbdb-occ-221376		21280		PBDB	21280	West Turkana - Lomekwi IX	FossilSpecimen			{"sampleSizeValue":"3", "sampleSizeUnit":"specimens" }	pbdb:occ:221376			Harris et al.							present				J. M. Harris, F.H. Brown, and MG Leakey. 1988. Stratigraphy and Paleontology of pliocene and Pleistocene Localities West of Lake Turkana, Kenya. Contributions in Science, Natural History Museum of Los Angeles County 399:1-128				ETE Size: macro; ETE reference list: 6, ; ETE museum list: KENYA N.M.						Theropithecus brumpti | Theropithecus Geoffroy 1843														surface (in situ)						| KE | Rift Valley | West Turkana |  |  |  |	Africa				Kenya	KE	Rift Valley	West Turkana			KE | Rift Valley | West Turkana											3.867	35.724998	not recorded (forced WGS84)		0.0001		3.867	35.724998									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: between Lokalalei Tuff (2.52 +/- 0.05) and Tulu Bor Tuff (3.36 +/- 0.04) radiometric intage_min | lithostratigraphic description:ETE rock type adj: ., ETE lithology comments: also silt a	Omo	Nachukui	Lomekwi	localbed:below Emekwi Tuff											Theropithecus Geoffroy 1843				1988	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:221403. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21282?id=pbdb-occ-221403		21282		PBDB	21282	West Turkana - Lomekwi V	FossilSpecimen			{"sampleSizeValue":"13", "sampleSizeUnit":"specimens" }	pbdb:occ:221403			Harris et al.							present				J. M. Harris, F.H. Brown, and MG Leakey. 1988. Stratigraphy and Paleontology of pliocene and Pleistocene Localities West of Lake Turkana, Kenya. Contributions in Science, Natural History Museum of Los Angeles County 399:1-128				ETE Size: macro; ETE reference list: 6, ; ETE museum list: KENYA N.M.						Theropithecus brumpti | Theropithecus Geoffroy 1843														surface (in situ)						| KE | Rift Valley | West Turkana |  |  |  |	Africa				Kenya	KE	Rift Valley	West Turkana		see Lower Lomekwi Fauna for details	KE | Rift Valley | West Turkana											3.867	35.700001	not recorded (forced WGS84)		0.0001		3.867	35.700001									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: between Lokalalei Tuff (2.52 +/- 0.05) and Tulu Bor Tuff (3.36 +/- 0.04) most fossils from just above Tulu Bor Tuff radiometric intage_min | lithostratigraphic description:ETE rock type	Omo	Nachukui	Lomekwi	localbed:just above Tulu Bor Tuff											Theropithecus Geoffroy 1843				1988	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:221720. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21344?id=pbdb-occ-221720		21344		PBDB	21344	West Turkana - Kangatukuseo I	FossilSpecimen			{"sampleSizeValue":"3", "sampleSizeUnit":"specimens" }	pbdb:occ:221720			Harris et al.							present				J. M. Harris, F.H. Brown, and MG Leakey. 1988. Stratigraphy and Paleontology of pliocene and Pleistocene Localities West of Lake Turkana, Kenya. Contributions in Science, Natural History Museum of Los Angeles County 399:1-128				ETE Size: macro; ETE reference list: 6, ; ETE museum list: KNM						Theropithecus brumpti | Theropithecus Geoffroy 1843														surface (in situ)						| KE | Rift Valley | West Turkana |  |  |  |	Africa				Kenya	KE	Rift Valley	West Turkana		see Upper Lomekwi Fauna for details	KE | Rift Valley | West Turkana											3.867	35.742001	not recorded (forced WGS84)		0.0001		3.867	35.742001									requires verification											Piacenzian	Gelasian			stratigraphic comments:ETE dating method: absolute, ETE age comment: between Lokalalei Tuff (2.52 +/- 0.05) and Tulu Bor Tuff (3.36 +/- 0.04) radiometric intage_max, radiometric intage_min | lithostratigraphic description:ETE rock type adj: ., ETE litholo	Omo	Nachukui	Lomekwi	localbed:above Emekwi Tuff/ below Lokal											Theropithecus Geoffroy 1843				1988	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:221740. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21345?id=pbdb-occ-221740		21345		PBDB	21345	West Turkana - Kangatukuseo II	FossilSpecimen			{"sampleSizeValue":"4", "sampleSizeUnit":"specimens" }	pbdb:occ:221740			Harris et al.							present				J. M. Harris, F.H. Brown, and MG Leakey. 1988. Stratigraphy and Paleontology of pliocene and Pleistocene Localities West of Lake Turkana, Kenya. Contributions in Science, Natural History Museum of Los Angeles County 399:1-128				ETE Size: macro; ETE reference list: 6, ; ETE museum list: KNM						Theropithecus brumpti | Theropithecus Geoffroy 1843														surface (in situ)						| KE | Rift Valley | West Turkana |  |  |  |	Africa				Kenya	KE	Rift Valley	West Turkana		see Lomekwi and Lokalalei Faunas for details; Probably close to date on Lokalalei Tuff (2.52 +/-0.05)	KE | Rift Valley | West Turkana											3.867	35.756001	not recorded (forced WGS84)		0.0001		3.867	35.756001									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: between Kalochoro Tuff (2.36 +/- 0.05) and Tulu Bor Tuff (3.36 +/- 0.04) radiometric intage_min | lithostratigraphic description:ETE rock type adj: ., ETE lithology comments: see Upper L	Omo	Nachukui	Lomekwi/Lokalalei	localbed:below/just above Lokala- lei T											Theropithecus Geoffroy 1843				1988	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:221886. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21355?id=pbdb-occ-221886		21355		PBDB	21355	West Turkana - Lomekwi X	FossilSpecimen			{"sampleSizeValue":"2", "sampleSizeUnit":"specimens" }	pbdb:occ:221886			Harris et al.							present				J. M. Harris, F.H. Brown, and MG Leakey. 1988. Stratigraphy and Paleontology of pliocene and Pleistocene Localities West of Lake Turkana, Kenya. Contributions in Science, Natural History Museum of Los Angeles County 399:1-128				ETE Size: macro; ETE reference list: 9, ; ETE museum list: KNM						Theropithecus brumpti | Theropithecus Geoffroy 1843														surface (in situ)						| KE | Rift Valley | West Turkana |  |  |  |	Africa				Kenya	KE	Rift Valley	West Turkana		see Middle Lomekwi Fauna for details	KE | Rift Valley | West Turkana											3.867	35.710999	not recorded (forced WGS84)		0.0001		3.867	35.710999									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: between Lokalalei Tuff (2.52 +/- 0.05) and Tulu Bor Tuff (3.36 +/- 0.04) radiometric intage_min | lithostratigraphic description:ETE rock type adj: ., ETE lithology comments: also silt a	Omo	Nachukui	Lomekwi	localbed:below Emekwi Tuff											Theropithecus Geoffroy 1843				1988	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:222364. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21428?id=pbdb-occ-222364		21428		PBDB	21428	East Turkana - Area 204 - General	FossilSpecimen			{"sampleSizeValue":"1", "sampleSizeUnit":"specimens", "geogscale":"basin" }	pbdb:occ:222364			Leakey							present				M. G. Leakey. 1982. Extinct large Colobines from the Plio-Pleistocene of Africa. American Journal of Physical Anthropology 58:153-172				ETE Size: .; ETE reference list: 270, 269, 265, 264, 214, 210, 209, 206, 204, 152, 136, 126, ; ETE museum list: NATIONAL MUSEUMS OF KENYA						Theropithecus brumpti | Theropithecus Geoffroy 1843														surface (in situ)						| KE |  |  |  |  |  |	Africa				Kenya	KE				956.25km2 estimate from map, Sibilot subregion, seconds changed by one to allow separation on map	KE											3.75	36.358002	not recorded (forced WGS84)		0.0001		3.75	36.358002									requires verification											Zanclean				stratigraphic comments:ETE dating method: composite, ETE age comment: Moiti Tuff and top of Galana Boi Formation radiometric intage_max, radiometric intage_min | lithostratigraphic description:ETE rock type adj: ., ETE lithology comments: .		Koobi Fora	indet.												Theropithecus Geoffroy 1843				1982	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:212646. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21519?id=pbdb-occ-212646		21519		PBDB	21519	East Turkana - Area 203 - General	FossilSpecimen			{"geogscale":"basin" }	pbdb:occ:212646			Leakey							present				M. G. Leakey. 1982. Extinct large Colobines from the Plio-Pleistocene of Africa. American Journal of Physical Anthropology 58:153-172				ETE Size: macro; ETE reference list: ; ETE museum list: KNM						Theropithecus brumpti | Theropithecus Geoffroy 1843														surface (in situ)						| KE |  |  |  |  |  |	Africa				Kenya	KE				4412.5km2 estimate from map, Sibilot subregion	KE											3.775	36.391701	not recorded (forced WGS84)		0.0001		3.775	36.391701									requires verification											Gelasian				stratigraphic comments:ETE dating method: composite, ETE age comment: Max = Lokochot Tuff (3.5 +-.10), Min = Galana Boi Formation radiometric intage_max, radiometric intage_min | lithostratigraphic description:ETE rock type adj: 0, ETE lithology comments:		Koobi Fora	indet.												Theropithecus Geoffroy 1843				1982	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:223408. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21560?id=pbdb-occ-223408		21560		PBDB	21560	Omo - L.161	FossilSpecimen			{"sampleSizeValue":"2", "sampleSizeUnit":"specimens" }	pbdb:occ:223408			Feibel et al.							present				C. S. Feibel, F.H. Brown, and I. McDougall. 1989. Stratigraphic Context of Fossil hominids from the Omo Group Deposits: Northern Turkana Basin, Kenya and Ethiopia. American Journal of Physical Anthropology 78:595-622				ETE Size: macro; ETE reference list: 423, ; ETE museum list: ENM, KNM, MNHN: Muséum National d'Histoire Naturelle, Paris, France						Theropithecus brumpti | Theropithecus Geoffroy 1843														selective quarrying,surface (in situ)						| ET |  |  |  |  |  |	Africa				Ethiopia	ET				Omo River Valley, includes P.416-hominid site, lat/long obtained from grid overlain on aerial photo	ET											5.0906	36.024399	not recorded (forced WGS84)		0.0001		5.0906	36.024399									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: Max = Tuff D (2.52+-.05ma), Min = Tuff E radiometric intage_min | lithostratigraphic description:ETE rock type adj: unconsolidated, ETE lithology comments: med., obliquely stratified bet	Omo	Shungura	D	localbed:D-3											Theropithecus Geoffroy 1843				1989	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
PhysicalObject	10/27/2017	http://creativecommons.org/licenses/by-nc/4.0		http://vertnet.org/resources/norms.html	Paleobiology Database. Paleobiology Database Chordates. Record ID: pbdb:occ:223480. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	http://portal.vertnet.org/o/pbdb/21571?id=pbdb-occ-223480		21571		PBDB	21571	Omo - L.23	FossilSpecimen			{"sampleSizeValue":"1", "sampleSizeUnit":"specimens", "geogscale":"basin" }	pbdb:occ:223480			Eck							present				G. Eck. 1977. Diversity and frequency distributions of Omo Group Cercopithecidae. Journal of Human Evolution 6:55-63				ETE Size: macro; ETE reference list: 104, ; ETE museum list: BMNH: British Museum (Natural History), ENM, KNM, MNHN: Muséum National d'Histoire Naturelle, Paris, France, UCBE						Theropithecus brumpti | Theropithecus Geoffroy 1843														surface (in situ)						| ET |  |  |  |  |  |	Africa				Ethiopia	ET				Omo River Valley, lat/long obtained from grid overlain on aerial photo	ET											5.08	36.0172	not recorded (forced WGS84)		0.0001		5.08	36.0172									requires verification											Gelasian				stratigraphic comments:ETE dating method: absolute, ETE age comment: Max = Tuff C (2.85+-.08ma), Min = Tuff D (2.52+-.05ma) radiometric intage_min | lithostratigraphic description:ETE rock type adj: unconsolidated, ETE lithology comments: Etheria reef, la	Omo	Shungura	C	localbed:C-6											Theropithecus Geoffroy 1843				1977	Chordata | Mammalia | Primates | Cercopithecidae | Theropithecus	Animalia	Chordata	Mammalia	Primates	Cercopithecidae	Theropithecus		brumpti		species	species	Geoffroy 1843	gelada	ICZN											Paleobiology Database. Paleobiology Database Chordates. Source: http://ipt.vertnet.org:8080/ipt/resource.do?r=pbdb_paleo (source published on 2017-11-05)	bb5b30b4-827e-4d5e-a86a-825d65cb6583	b711353c-44d7-4e8b-90c5-16fea0d247e0	admin@paleobiodb.org	Julian Jenkins	2017-11-05	2017-11-07	2017-09-19	0	0	0	1		specimen	0
